artist_name,album_name,album_img,album_year,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Cocteau Twins,Milk & Kisses,https://i.scdn.co/image/ab67616d0000b273053229caeedcfb9bcc66f0b3,1996,Serpentskirt - Remastered 2006,1,0.302,0.554,4,-6.678,0,0.0311,0.278,0.000129,0.332,0.53,155.972,237240,4
Cocteau Twins,Milk & Kisses,https://i.scdn.co/image/ab67616d0000b273053229caeedcfb9bcc66f0b3,1996,Tishbite - Remastered 2006,2,0.351,0.685,9,-6.705,1,0.0324,0.518,0.863,0.0709,0.723,80.056,231787,4
Cocteau Twins,Milk & Kisses,https://i.scdn.co/image/ab67616d0000b273053229caeedcfb9bcc66f0b3,1996,Half-Gifts - Remastered 2006,3,0.434,0.429,0,-10.679,1,0.0289,0.708,2.21e-06,0.118,0.333,88.67,258587,4
Cocteau Twins,Milk & Kisses,https://i.scdn.co/image/ab67616d0000b273053229caeedcfb9bcc66f0b3,1996,Calfskin Smack - Remastered 2006,4,0.401,0.701,5,-7.147,1,0.0294,0.0273,0.154,0.0863,0.535,139.986,298840,4
Cocteau Twins,Milk & Kisses,https://i.scdn.co/image/ab67616d0000b273053229caeedcfb9bcc66f0b3,1996,Rilkean Heart - Remastered 2006,5,0.4,0.574,4,-6.25,1,0.0292,0.081,1.45e-06,0.0734,0.517,90.024,242640,4
Cocteau Twins,Milk & Kisses,https://i.scdn.co/image/ab67616d0000b273053229caeedcfb9bcc66f0b3,1996,Ups - Remastered 2006,6,0.312,0.768,9,-7.164,1,0.041,0.347,0.00222,0.289,0.749,170.036,216533,3
Cocteau Twins,Milk & Kisses,https://i.scdn.co/image/ab67616d0000b273053229caeedcfb9bcc66f0b3,1996,Eperdu - Remastered 2006,7,0.339,0.575,11,-7.281,1,0.0301,0.928,0.93,0.119,0.362,70.233,281413,4
Cocteau Twins,Milk & Kisses,https://i.scdn.co/image/ab67616d0000b273053229caeedcfb9bcc66f0b3,1996,Treasure Hiding - Remastered 2006,8,0.2,0.347,0,-8.909,1,0.0312,0.077,0.00318,0.302,0.183,150.04,293627,3
Cocteau Twins,Milk & Kisses,https://i.scdn.co/image/ab67616d0000b273053229caeedcfb9bcc66f0b3,1996,Seekers Who Are Lovers - Remastered 2006,9,0.251,0.518,7,-6.199,0,0.0357,0.00866,0.00459,0.175,0.427,79.814,279560,4
Cocteau Twins,Milk & Kisses,https://i.scdn.co/image/ab67616d0000b273d04affdac4fe85df3c51b546,1996,Violaine,0,0.418,0.688,7,-8.522,1,0.0305,5.81e-05,0.0,0.178,0.678,134.078,228480,4
Cocteau Twins,Milk & Kisses,https://i.scdn.co/image/ab67616d0000b273d04affdac4fe85df3c51b546,1996,Serpentskirt,1,0.297,0.561,4,-6.665,0,0.031,0.25,0.000298,0.254,0.574,156.047,239920,4
Cocteau Twins,Milk & Kisses,https://i.scdn.co/image/ab67616d0000b273d04affdac4fe85df3c51b546,1996,Tishbite,2,0.352,0.678,9,-6.736,1,0.0333,0.494,0.814,0.0511,0.728,80.058,234467,4
Cocteau Twins,Milk & Kisses,https://i.scdn.co/image/ab67616d0000b273d04affdac4fe85df3c51b546,1996,Half-Gifts,3,0.43,0.44,0,-10.679,1,0.0282,0.706,1.36e-06,0.121,0.325,88.669,261267,4
Cocteau Twins,Milk & Kisses,https://i.scdn.co/image/ab67616d0000b273d04affdac4fe85df3c51b546,1996,Calfskin Smack,4,0.399,0.706,5,-7.199,1,0.0293,0.028,0.226,0.0718,0.544,140.109,301520,4
Cocteau Twins,Milk & Kisses,https://i.scdn.co/image/ab67616d0000b273d04affdac4fe85df3c51b546,1996,rilkean Heart,5,0.251,0.572,4,-6.257,1,0.0324,0.0856,0.0,0.0696,0.442,180.155,245320,4
Cocteau Twins,Milk & Kisses,https://i.scdn.co/image/ab67616d0000b273d04affdac4fe85df3c51b546,1996,Ups,6,0.313,0.762,9,-7.188,1,0.0392,0.34,0.00323,0.28,0.735,170.003,219213,3
Cocteau Twins,Milk & Kisses,https://i.scdn.co/image/ab67616d0000b273d04affdac4fe85df3c51b546,1996,Eperdu,7,0.364,0.577,11,-7.34,1,0.0306,0.927,0.943,0.176,0.322,140.072,284093,4
Cocteau Twins,Milk & Kisses,https://i.scdn.co/image/ab67616d0000b273d04affdac4fe85df3c51b546,1996,Treasure Hiding,8,0.188,0.35,0,-8.959,1,0.0317,0.0823,0.00179,0.146,0.18,149.778,296307,3
Cocteau Twins,Milk & Kisses,https://i.scdn.co/image/ab67616d0000b273d04affdac4fe85df3c51b546,1996,Seekers Who Are Lovers,9,0.297,0.521,7,-6.205,0,0.0352,0.0088,0.00509,0.169,0.455,80.045,279560,4
Cocteau Twins,Four Calender Cafe,https://i.scdn.co/image/ab67616d0000b273b16f4db912c51dad240cd81f,1993,Know Who You Are At Every Age - Remastered 2006,0,0.585,0.675,4,-7.79,0,0.027,0.00368,1.8e-06,0.132,0.634,111.708,217800,4
Cocteau Twins,Four Calender Cafe,https://i.scdn.co/image/ab67616d0000b273b16f4db912c51dad240cd81f,1993,Evangeline - Remastered 2006,1,0.47,0.587,0,-7.154,1,0.0276,0.125,7.28e-05,0.387,0.478,103.968,268693,4
Cocteau Twins,Four Calender Cafe,https://i.scdn.co/image/ab67616d0000b273b16f4db912c51dad240cd81f,1993,Bluebeard - Remastered 2006,2,0.448,0.756,4,-5.941,1,0.0315,0.0183,0.0,0.132,0.547,94.995,233773,4
Cocteau Twins,Four Calender Cafe,https://i.scdn.co/image/ab67616d0000b273b16f4db912c51dad240cd81f,1993,"Theft, And Wandering Around Lost - Remastered 2006",3,0.402,0.594,0,-8.323,0,0.0296,0.615,0.0293,0.106,0.459,149.962,268933,3
Cocteau Twins,Four Calender Cafe,https://i.scdn.co/image/ab67616d0000b273b16f4db912c51dad240cd81f,1993,Oil Of Angels - Remastered 2006,4,0.706,0.433,5,-9.207,1,0.0298,0.0738,0.00144,0.0996,0.364,119.96,277253,4
Cocteau Twins,Four Calender Cafe,https://i.scdn.co/image/ab67616d0000b273b16f4db912c51dad240cd81f,1993,Squeeze-Wax - Remastered 2006,5,0.463,0.684,0,-7.129,1,0.0251,0.258,3.89e-06,0.178,0.632,94.946,226520,4
Cocteau Twins,Four Calender Cafe,https://i.scdn.co/image/ab67616d0000b273b16f4db912c51dad240cd81f,1993,My Truth - Remastered 2006,6,0.421,0.472,9,-10.176,1,0.037,0.306,0.00706,0.0995,0.62,174.891,271800,3
Cocteau Twins,Four Calender Cafe,https://i.scdn.co/image/ab67616d0000b273b16f4db912c51dad240cd81f,1993,Essence - Remastered 2006,7,0.144,0.313,6,-11.874,0,0.0335,0.511,0.806,0.305,0.0367,140.493,181053,4
Cocteau Twins,Four Calender Cafe,https://i.scdn.co/image/ab67616d0000b273b16f4db912c51dad240cd81f,1993,Summerhead - Remastered 2006,8,0.439,0.71,7,-6.366,1,0.028,0.0681,2.27e-05,0.207,0.563,94.991,217213,4
Cocteau Twins,Four Calender Cafe,https://i.scdn.co/image/ab67616d0000b273b16f4db912c51dad240cd81f,1993,Pur - Remastered 2006,9,0.281,0.614,0,-7.571,1,0.0339,0.0339,0.000151,0.101,0.0409,155.655,301053,4
Cocteau Twins,Four-Calendar Cafe,https://i.scdn.co/image/ab67616d0000b2735d4246bc9ee45258e5ef1747,1993,Know Who You Are At Every Age,0,0.599,0.525,4,-12.568,0,0.0281,0.0054,0.0,0.0843,0.617,111.656,218760,4
Cocteau Twins,Four-Calendar Cafe,https://i.scdn.co/image/ab67616d0000b2735d4246bc9ee45258e5ef1747,1993,Evangeline,1,0.485,0.482,0,-11.004,1,0.0257,0.117,0.000254,0.385,0.446,103.934,269227,4
Cocteau Twins,Four-Calendar Cafe,https://i.scdn.co/image/ab67616d0000b2735d4246bc9ee45258e5ef1747,1993,Bluebeard,2,0.467,0.657,4,-9.756,1,0.0315,0.00788,0.0,0.161,0.507,94.892,234893,4
Cocteau Twins,Four-Calendar Cafe,https://i.scdn.co/image/ab67616d0000b2735d4246bc9ee45258e5ef1747,1993,"Theft, And Wandering Around Lost",3,0.417,0.494,0,-12.059,0,0.0297,0.509,0.0748,0.0889,0.436,149.803,270000,3
Cocteau Twins,Four-Calendar Cafe,https://i.scdn.co/image/ab67616d0000b2735d4246bc9ee45258e5ef1747,1993,Oil Of Angels,4,0.716,0.316,5,-14.305,1,0.0333,0.0929,0.00162,0.0946,0.345,119.885,277507,4
Cocteau Twins,Four-Calendar Cafe,https://i.scdn.co/image/ab67616d0000b2735d4246bc9ee45258e5ef1747,1993,Squeeze-Wax,5,0.47,0.58,0,-10.822,1,0.025,0.118,1.14e-06,0.158,0.601,94.907,228400,4
Cocteau Twins,Four-Calendar Cafe,https://i.scdn.co/image/ab67616d0000b2735d4246bc9ee45258e5ef1747,1993,My Truth,6,0.415,0.347,9,-14.819,1,0.0447,0.25,0.0104,0.106,0.57,174.95,272267,3
Cocteau Twins,Four-Calendar Cafe,https://i.scdn.co/image/ab67616d0000b2735d4246bc9ee45258e5ef1747,1993,Essence,7,0.186,0.277,6,-15.999,0,0.0326,0.339,0.623,0.32,0.038,139.683,181573,4
Cocteau Twins,Four-Calendar Cafe,https://i.scdn.co/image/ab67616d0000b2735d4246bc9ee45258e5ef1747,1993,Summerhead,8,0.449,0.618,7,-9.789,1,0.0273,0.05,8.46e-05,0.325,0.512,94.919,217467,4
Cocteau Twins,Four-Calendar Cafe,https://i.scdn.co/image/ab67616d0000b2735d4246bc9ee45258e5ef1747,1993,Pur,9,0.329,0.453,0,-13.104,1,0.0292,0.025,0.000248,0.0975,0.101,155.82,302507,4
Cocteau Twins,Four-Calendar Café,https://i.scdn.co/image/ab67616d0000b27375df4834dc3122fb8c8c11cf,1993,Know Who You Are At Every Age,0,0.583,0.676,4,-7.797,0,0.0271,0.00355,0.0,0.113,0.606,111.719,220480,4
Cocteau Twins,Four-Calendar Café,https://i.scdn.co/image/ab67616d0000b27375df4834dc3122fb8c8c11cf,1993,Evangeline,1,0.473,0.601,0,-7.118,1,0.027,0.141,9.02e-05,0.383,0.48,103.972,271373,4
Cocteau Twins,Four-Calendar Café,https://i.scdn.co/image/ab67616d0000b27375df4834dc3122fb8c8c11cf,1993,Bluebeard,2,0.451,0.759,4,-5.92,1,0.0309,0.0189,0.0,0.131,0.557,94.985,236453,4
Cocteau Twins,Four-Calendar Café,https://i.scdn.co/image/ab67616d0000b27375df4834dc3122fb8c8c11cf,1993,"Theft, And Wandering Around Lost",3,0.406,0.595,0,-8.313,0,0.0291,0.583,0.0302,0.101,0.466,149.947,271613,3
Cocteau Twins,Four-Calendar Café,https://i.scdn.co/image/ab67616d0000b27375df4834dc3122fb8c8c11cf,1993,Oil Of Angels,4,0.708,0.427,5,-9.186,1,0.0301,0.0831,0.00165,0.0976,0.367,119.953,279933,4
Cocteau Twins,Four-Calendar Café,https://i.scdn.co/image/ab67616d0000b27375df4834dc3122fb8c8c11cf,1993,Squeeze-Wax,5,0.468,0.695,0,-7.078,1,0.025,0.26,3.57e-06,0.178,0.629,94.94,229200,4
Cocteau Twins,Four-Calendar Café,https://i.scdn.co/image/ab67616d0000b27375df4834dc3122fb8c8c11cf,1993,My Truth,6,0.416,0.465,9,-10.161,1,0.0386,0.297,0.00658,0.0956,0.604,174.893,274480,3
Cocteau Twins,Four-Calendar Café,https://i.scdn.co/image/ab67616d0000b27375df4834dc3122fb8c8c11cf,1993,Essence,7,0.186,0.322,6,-11.748,0,0.0315,0.514,0.822,0.305,0.0377,99.84,183733,3
Cocteau Twins,Four-Calendar Café,https://i.scdn.co/image/ab67616d0000b27375df4834dc3122fb8c8c11cf,1993,Summerhead,8,0.437,0.698,7,-6.363,1,0.0279,0.0679,1.86e-05,0.21,0.561,95.003,219893,4
Cocteau Twins,Four-Calendar Café,https://i.scdn.co/image/ab67616d0000b27375df4834dc3122fb8c8c11cf,1993,Pur,9,0.28,0.588,0,-7.541,1,0.0343,0.0316,0.000203,0.104,0.0522,155.721,301053,4
Cocteau Twins,Four Calender Cafe,https://i.scdn.co/image/ab67616d0000b273a8523e0360eae5178b8ac698,1991,Know Who You Are At Every Age - Remastered 2006,0,0.585,0.675,4,-7.79,0,0.027,0.00368,1.8e-06,0.132,0.634,111.708,217800,4
Cocteau Twins,Four Calender Cafe,https://i.scdn.co/image/ab67616d0000b273a8523e0360eae5178b8ac698,1991,Evangeline - Remastered 2006,1,0.47,0.587,0,-7.154,1,0.0276,0.125,7.28e-05,0.387,0.478,103.968,268693,4
Cocteau Twins,Four Calender Cafe,https://i.scdn.co/image/ab67616d0000b273a8523e0360eae5178b8ac698,1991,Bluebeard - Remastered 2006,2,0.448,0.756,4,-5.941,1,0.0315,0.0183,0.0,0.132,0.547,94.995,233773,4
Cocteau Twins,Four Calender Cafe,https://i.scdn.co/image/ab67616d0000b273a8523e0360eae5178b8ac698,1991,"Theft, And Wandering Around Lost - Remastered 2006",3,0.402,0.594,0,-8.323,0,0.0296,0.615,0.0293,0.106,0.459,149.962,268933,3
Cocteau Twins,Four Calender Cafe,https://i.scdn.co/image/ab67616d0000b273a8523e0360eae5178b8ac698,1991,Oil Of Angels - Remastered 2006,4,0.706,0.433,5,-9.207,1,0.0298,0.0738,0.00144,0.0996,0.364,119.96,277253,4
Cocteau Twins,Four Calender Cafe,https://i.scdn.co/image/ab67616d0000b273a8523e0360eae5178b8ac698,1991,Squeeze-Wax - Remastered 2006,5,0.463,0.684,0,-7.129,1,0.0251,0.258,3.89e-06,0.178,0.632,94.946,226520,4
Cocteau Twins,Four Calender Cafe,https://i.scdn.co/image/ab67616d0000b273a8523e0360eae5178b8ac698,1991,My Truth - Remastered 2006,6,0.421,0.472,9,-10.176,1,0.037,0.306,0.00706,0.0995,0.62,174.891,271800,3
Cocteau Twins,Four Calender Cafe,https://i.scdn.co/image/ab67616d0000b273a8523e0360eae5178b8ac698,1991,Essence - Remastered 2006,7,0.144,0.313,6,-11.874,0,0.0335,0.511,0.806,0.305,0.0367,140.493,181053,4
Cocteau Twins,Four Calender Cafe,https://i.scdn.co/image/ab67616d0000b273a8523e0360eae5178b8ac698,1991,Summerhead - Remastered 2006,8,0.439,0.71,7,-6.366,1,0.028,0.0681,2.27e-05,0.207,0.563,94.991,217213,4
Cocteau Twins,Four Calender Cafe,https://i.scdn.co/image/ab67616d0000b273a8523e0360eae5178b8ac698,1991,Pur - Remastered 2006,9,0.281,0.614,0,-7.571,1,0.0339,0.0339,0.000151,0.101,0.0409,155.655,301053,4
Cocteau Twins,Heaven or Las Vegas,https://i.scdn.co/image/ab67616d0000b2732be08c60dcb4b5608abbe61e,1990,Cherry-coloured Funk,0,0.49,0.652,2,-5.813,1,0.0274,0.00196,6.24e-05,0.0991,0.339,90.085,192467,4
Cocteau Twins,Heaven or Las Vegas,https://i.scdn.co/image/ab67616d0000b2732be08c60dcb4b5608abbe61e,1990,Pitch the Baby,1,0.478,0.821,7,-6.729,0,0.0407,0.438,0.324,0.559,0.975,178.131,194080,4
Cocteau Twins,Heaven or Las Vegas,https://i.scdn.co/image/ab67616d0000b2732be08c60dcb4b5608abbe61e,1990,Iceblink Luck,2,0.396,0.812,9,-5.704,1,0.0331,7.19e-05,0.0117,0.328,0.5,102.151,198667,4
Cocteau Twins,Heaven or Las Vegas,https://i.scdn.co/image/ab67616d0000b2732be08c60dcb4b5608abbe61e,1990,Fifty-fifty Clown,3,0.481,0.694,0,-7.38,0,0.0272,0.0488,0.0738,0.111,0.374,180.117,190213,3
Cocteau Twins,Heaven or Las Vegas,https://i.scdn.co/image/ab67616d0000b2732be08c60dcb4b5608abbe61e,1990,Heaven or Las Vegas,4,0.202,0.804,7,-5.465,1,0.0383,6.97e-05,0.00775,0.081,0.418,179.911,298400,4
Cocteau Twins,Heaven or Las Vegas,https://i.scdn.co/image/ab67616d0000b2732be08c60dcb4b5608abbe61e,1990,I Wear Your Ring,5,0.451,0.839,2,-5.481,0,0.0286,0.121,0.00185,0.144,0.608,140.032,209347,4
Cocteau Twins,Heaven or Las Vegas,https://i.scdn.co/image/ab67616d0000b2732be08c60dcb4b5608abbe61e,1990,Fotzepolitic,6,0.311,0.731,7,-7.213,1,0.0414,1.6e-05,0.44,0.117,0.133,66.748,210933,4
Cocteau Twins,Heaven or Las Vegas,https://i.scdn.co/image/ab67616d0000b2732be08c60dcb4b5608abbe61e,1990,Wolf in the Breast,7,0.53,0.781,9,-4.532,1,0.0326,0.0187,8.78e-06,0.0846,0.728,113.085,211200,4
Cocteau Twins,Heaven or Las Vegas,https://i.scdn.co/image/ab67616d0000b2732be08c60dcb4b5608abbe61e,1990,"Road, River and Rail",8,0.138,0.648,0,-5.451,1,0.0322,0.000184,0.227,0.098,0.333,95.032,201147,3
Cocteau Twins,Heaven or Las Vegas,https://i.scdn.co/image/ab67616d0000b2732be08c60dcb4b5608abbe61e,1990,Frou-frou Foxes in Midsummer Fires,9,0.405,0.619,10,-6.003,1,0.0264,0.00996,9.02e-05,0.212,0.243,160.074,338053,4
Cocteau Twins,Blue Bell Knoll,https://i.scdn.co/image/ab67616d0000b2739d0ea9ee0691f10c93aec202,1988,Blue Bell Knoll,0,0.415,0.806,0,-6.414,0,0.031,0.022,0.0197,0.123,0.428,110.09,201507,4
Cocteau Twins,Blue Bell Knoll,https://i.scdn.co/image/ab67616d0000b2739d0ea9ee0691f10c93aec202,1988,Athol-brose,1,0.247,0.625,5,-5.838,1,0.0472,0.000549,0.879,0.125,0.354,120.277,179280,4
Cocteau Twins,Blue Bell Knoll,https://i.scdn.co/image/ab67616d0000b2739d0ea9ee0691f10c93aec202,1988,Carolyn's Fingers,2,0.37,0.653,7,-9.338,1,0.0319,0.0146,0.0116,0.177,0.556,92.551,186307,1
Cocteau Twins,Blue Bell Knoll,https://i.scdn.co/image/ab67616d0000b2739d0ea9ee0691f10c93aec202,1988,For Phoebe Still A Baby,3,0.555,0.798,0,-6.069,1,0.0264,0.151,0.00023,0.101,0.551,113.106,194827,4
Cocteau Twins,Blue Bell Knoll,https://i.scdn.co/image/ab67616d0000b2739d0ea9ee0691f10c93aec202,1988,The Itchy Glowbo Blow,4,0.418,0.752,2,-5.458,0,0.0369,0.000532,0.00576,0.0427,0.463,120.165,198773,4
Cocteau Twins,Blue Bell Knoll,https://i.scdn.co/image/ab67616d0000b2739d0ea9ee0691f10c93aec202,1988,Cico Buff,5,0.511,0.566,0,-9.978,1,0.0278,0.389,0.000526,0.192,0.363,134.132,226293,4
Cocteau Twins,Blue Bell Knoll,https://i.scdn.co/image/ab67616d0000b2739d0ea9ee0691f10c93aec202,1988,Suckling The Mender,6,0.482,0.919,0,-4.871,1,0.0289,0.261,0.00681,0.177,0.519,107.58,211173,4
Cocteau Twins,Blue Bell Knoll,https://i.scdn.co/image/ab67616d0000b2739d0ea9ee0691f10c93aec202,1988,Spooning Good Singing Gum,7,0.308,0.674,9,-4.939,1,0.0309,0.049,0.54,0.0741,0.325,199.995,230280,4
Cocteau Twins,Blue Bell Knoll,https://i.scdn.co/image/ab67616d0000b2739d0ea9ee0691f10c93aec202,1988,A Kissed Out Red Floatboat,8,0.485,0.945,9,-3.757,1,0.0376,0.16,0.0792,0.0777,0.972,90.046,250200,4
Cocteau Twins,Blue Bell Knoll,https://i.scdn.co/image/ab67616d0000b2739d0ea9ee0691f10c93aec202,1988,Ella Megalast Burls Forever,9,0.333,0.651,0,-4.306,1,0.0327,0.117,7.72e-05,0.361,0.393,80.125,219747,4
Cocteau Twins,The Moon and the Melodies,https://i.scdn.co/image/ab67616d0000b2732bace4cf1388fa974fcdc14c,1986,"Sea, Swallow Me",0,0.454,0.673,0,-13.425,1,0.0265,0.589,0.238,0.252,0.827,163.954,189040,3
Cocteau Twins,The Moon and the Melodies,https://i.scdn.co/image/ab67616d0000b2732bace4cf1388fa974fcdc14c,1986,Memory Gongs,1,0.247,0.174,3,-18.786,1,0.037,0.946,0.879,0.188,0.0385,115.977,447533,4
Cocteau Twins,The Moon and the Melodies,https://i.scdn.co/image/ab67616d0000b2732bace4cf1388fa974fcdc14c,1986,Why Do You Love Me?,2,0.0844,0.154,1,-21.651,1,0.0365,0.985,0.775,0.0471,0.179,74.046,291600,4
Cocteau Twins,The Moon and the Melodies,https://i.scdn.co/image/ab67616d0000b2732bace4cf1388fa974fcdc14c,1986,Eyes Are Mosaics,3,0.443,0.441,0,-14.239,1,0.0346,0.0318,0.00286,0.0953,0.384,121.423,249933,3
Cocteau Twins,The Moon and the Melodies,https://i.scdn.co/image/ab67616d0000b2732bace4cf1388fa974fcdc14c,1986,She Will Destroy You,4,0.192,0.425,0,-14.574,1,0.0361,0.27,0.184,0.214,0.136,159.614,257867,3
Cocteau Twins,The Moon and the Melodies,https://i.scdn.co/image/ab67616d0000b2732bace4cf1388fa974fcdc14c,1986,The Ghost Has No Home,5,0.205,0.0263,11,-26.887,1,0.0399,0.96,0.949,0.0916,0.0532,114.035,455800,4
Cocteau Twins,The Moon and the Melodies,https://i.scdn.co/image/ab67616d0000b2732bace4cf1388fa974fcdc14c,1986,Bloody And Blunt,6,0.455,0.133,0,-18.619,1,0.0381,0.988,0.799,0.136,0.353,96.822,133200,5
Cocteau Twins,The Moon and the Melodies,https://i.scdn.co/image/ab67616d0000b2732bace4cf1388fa974fcdc14c,1986,"Ooze Out And Away, Onehow",7,0.487,0.255,0,-17.302,1,0.0393,0.744,0.669,0.104,0.0765,101.907,221280,1
Cocteau Twins,Victorialand,https://i.scdn.co/image/ab67616d0000b273f5947222ca227a92c6d6ced7,1986,Lazy Calm,0,0.174,0.266,11,-14.468,0,0.0334,0.986,0.922,0.102,0.0718,82.726,394560,4
Cocteau Twins,Victorialand,https://i.scdn.co/image/ab67616d0000b273f5947222ca227a92c6d6ced7,1986,Fluffy Tufts,1,0.392,0.202,6,-17.35,0,0.0357,0.952,0.00802,0.218,0.25,99.805,185667,4
Cocteau Twins,Victorialand,https://i.scdn.co/image/ab67616d0000b273f5947222ca227a92c6d6ced7,1986,Throughout The Dark Months Of April And May,2,0.344,0.0814,7,-21.227,1,0.0382,0.821,0.00597,0.16,0.145,170.078,184960,3
Cocteau Twins,Victorialand,https://i.scdn.co/image/ab67616d0000b273f5947222ca227a92c6d6ced7,1986,Whales Tails,3,0.208,0.234,7,-16.25,0,0.0314,0.98,0.954,0.123,0.0676,94.813,196467,4
Cocteau Twins,Victorialand,https://i.scdn.co/image/ab67616d0000b273f5947222ca227a92c6d6ced7,1986,Oomingmak,4,0.498,0.406,11,-13.506,0,0.0415,0.74,0.514,0.317,0.908,119.272,162507,4
Cocteau Twins,Victorialand,https://i.scdn.co/image/ab67616d0000b273f5947222ca227a92c6d6ced7,1986,Little Spacey,5,0.336,0.345,2,-13.359,1,0.0296,0.93,0.00175,0.232,0.287,171.688,205960,3
Cocteau Twins,Victorialand,https://i.scdn.co/image/ab67616d0000b273f5947222ca227a92c6d6ced7,1986,Feet-like Fins,6,0.172,0.372,7,-14.052,1,0.0385,0.246,0.000115,0.088,0.102,123.416,206333,5
Cocteau Twins,Victorialand,https://i.scdn.co/image/ab67616d0000b273f5947222ca227a92c6d6ced7,1986,How To Bring A Blush To The Snow,7,0.258,0.311,9,-14.855,0,0.0363,0.924,0.725,0.173,0.214,200.514,230133,4
Cocteau Twins,Victorialand,https://i.scdn.co/image/ab67616d0000b273f5947222ca227a92c6d6ced7,1986,The Thinner The Air,8,0.491,0.302,0,-12.898,0,0.0321,0.754,0.971,0.112,0.0729,89.837,196133,4
Cocteau Twins,The Pink Opaque,https://i.scdn.co/image/ab67616d0000b273cd068fac72b6d47db614b2db,1986,The Spangle Maker,0,0.478,0.556,0,-11.863,1,0.0345,7.9e-05,0.883,0.324,0.34,196.158,280107,4
Cocteau Twins,The Pink Opaque,https://i.scdn.co/image/ab67616d0000b273cd068fac72b6d47db614b2db,1986,Millimillenary,1,0.46,0.545,1,-12.406,0,0.0336,6.28e-05,0.00241,0.174,0.651,178.075,220067,4
Cocteau Twins,The Pink Opaque,https://i.scdn.co/image/ab67616d0000b273cd068fac72b6d47db614b2db,1986,Wax And Wane - Remixed,2,0.488,0.463,1,-13.176,1,0.0292,0.00025,0.928,0.198,0.359,100.496,231733,4
Cocteau Twins,The Pink Opaque,https://i.scdn.co/image/ab67616d0000b273cd068fac72b6d47db614b2db,1986,Hitherto,3,0.241,0.709,10,-9.925,1,0.0661,2.91e-05,0.818,0.272,0.346,126.058,232187,3
Cocteau Twins,The Pink Opaque,https://i.scdn.co/image/ab67616d0000b273cd068fac72b6d47db614b2db,1986,"Pearly-Dewdrops' Drops - 7"" Version",4,0.396,0.418,2,-13.298,1,0.0299,1.07e-05,2.31e-05,0.121,0.397,179.583,250800,3
Cocteau Twins,The Pink Opaque,https://i.scdn.co/image/ab67616d0000b273cd068fac72b6d47db614b2db,1986,From the Flagstones,5,0.207,0.771,9,-9.736,1,0.0433,0.000279,0.45,0.308,0.161,79.894,218000,4
Cocteau Twins,The Pink Opaque,https://i.scdn.co/image/ab67616d0000b273cd068fac72b6d47db614b2db,1986,Aikea-Guinea,6,0.318,0.797,2,-9.696,1,0.0465,0.0081,0.0291,0.242,0.387,171.265,237960,4
Cocteau Twins,The Pink Opaque,https://i.scdn.co/image/ab67616d0000b273cd068fac72b6d47db614b2db,1986,Lorelei,7,0.373,0.679,0,-9.195,1,0.0393,7.83e-05,0.116,0.247,0.42,90.974,223267,4
Cocteau Twins,The Pink Opaque,https://i.scdn.co/image/ab67616d0000b273cd068fac72b6d47db614b2db,1986,Pepper-Tree,8,0.393,0.448,10,-16.445,1,0.0363,0.748,0.0362,0.169,0.196,180.526,238227,3
Cocteau Twins,The Pink Opaque,https://i.scdn.co/image/ab67616d0000b273cd068fac72b6d47db614b2db,1986,Musette And Drums,9,0.341,0.95,5,-6.917,1,0.154,3.73e-05,0.834,0.764,0.0444,101.742,279733,3
Cocteau Twins,Treasure,https://i.scdn.co/image/ab67616d0000b27352e7f2cda55ec809a9f00e1f,1984,Ivo,0,0.338,0.677,2,-11.843,1,0.0453,0.0131,0.00162,0.105,0.223,187.631,233160,3
Cocteau Twins,Treasure,https://i.scdn.co/image/ab67616d0000b27352e7f2cda55ec809a9f00e1f,1984,Lorelei,1,0.373,0.679,0,-9.195,1,0.0393,7.83e-05,0.116,0.247,0.42,90.974,223267,4
Cocteau Twins,Treasure,https://i.scdn.co/image/ab67616d0000b27352e7f2cda55ec809a9f00e1f,1984,Beatrix,2,0.185,0.277,5,-13.56,0,0.0328,0.66,0.0101,0.235,0.27,141.397,192000,3
Cocteau Twins,Treasure,https://i.scdn.co/image/ab67616d0000b27352e7f2cda55ec809a9f00e1f,1984,Persephone,3,0.542,0.727,9,-9.522,1,0.0355,0.000125,0.00316,0.0863,0.603,108.974,260427,3
Cocteau Twins,Treasure,https://i.scdn.co/image/ab67616d0000b27352e7f2cda55ec809a9f00e1f,1984,Pandora (for Cindy),4,0.445,0.555,0,-9.919,1,0.0292,0.26,0.37,0.105,0.208,158.259,335307,3
Cocteau Twins,Treasure,https://i.scdn.co/image/ab67616d0000b27352e7f2cda55ec809a9f00e1f,1984,Amelia,5,0.24,0.659,3,-10.473,1,0.0389,0.000224,0.371,0.0791,0.402,176.574,211667,3
Cocteau Twins,Treasure,https://i.scdn.co/image/ab67616d0000b27352e7f2cda55ec809a9f00e1f,1984,Aloysius,6,0.567,0.708,8,-11.528,1,0.0257,0.00162,0.002,0.0495,0.744,97.689,206667,4
Cocteau Twins,Treasure,https://i.scdn.co/image/ab67616d0000b27352e7f2cda55ec809a9f00e1f,1984,Cicely,7,0.327,0.626,2,-10.412,0,0.033,0.0322,0.0143,0.0705,0.407,101.837,209533,3
